id,title,slug,writer,writer_slug,primary_category,publishedAt,_createdAt,_updatedAt,published_year,date_status
"VzElbecBTke30RM0jLTYdQ","Building Entertainment Empires: Lester Elder's Executive Vision","building-entertainment-empires-lester-elders-executive-vision","Alicia Gomez","alicia-gomez","cxo-interview","2025-11-02T20:53:43.122Z","2025-11-01T23:58:48Z","2025-11-07T04:17:30Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUKTe","David Prosser's Strategic Fitness Revolution","david-prossers-strategic-fitness-revolution","Aisha Farouk","aisha-farouk","cxo-interview","2025-11-02T20:53:39.523Z","2025-11-01T23:58:45Z","2025-11-07T04:17:04Z","2025","ok"
"2i7iadib5QZf8Z2hekfLOg","Azhan Shafriman Hanif's Strategic Vision","azhan-shafriman-hanifs-strategic-vision","Sofia Alvarez","sofia-alvarez","cxo-interview","2025-11-02T20:53:35.017Z","2025-11-01T23:58:41Z","2025-11-07T04:15:49Z","2025","ok"
"2i7iadib5QZf8Z2hekfJOU","Henry McCann's Blueprint for Construction Industry Excellence","henry-mccanns-blueprint-for-construction-industry-excellence","Sarah Johnson","sarah-johnson","construction-and-mining","2025-11-02T20:53:31.127Z","2025-11-01T23:57:50Z","2025-11-07T04:15:42Z","2025","ok"
"VzElbecBTke30RM0jLTVk1","Swami Iyer's Strategic Vision for Construction Innovation","swami-iyers-strategic-vision-for-construction-innovation","Raj Patel","raj-patel","construction-and-mining","2025-11-02T20:53:27.789Z","2025-11-01T23:57:44Z","2025-11-07T04:17:25Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUItA","Vincent Ng's High-Rise Vision","vincent-ngs-high-rise-vision","Priya Raman","priya-raman","construction-and-mining","2025-11-02T20:53:23.328Z","2025-11-01T23:57:40Z","2025-11-07T04:17:01Z","2025","ok"
"2i7iadib5QZf8Z2hekfIx4","George Constantinou's Construction Empire","george-constantinous-construction-empire","Michael Chen","michael-chen","construction-and-mining","2025-11-02T20:53:19.248Z","2025-11-01T23:57:37Z","2025-11-07T04:15:40Z","2025","ok"
"VzElbecBTke30RM0jLTV25","Manish Garg's Vertical Vision","manish-gargs-vertical-vision","Maya Whitfield","maya-whitfield","construction-and-mining","2025-11-02T20:53:15.357Z","2025-11-01T23:57:33Z","2025-11-07T04:17:24Z","2025","ok"
"VzElbecBTke30RM0jLTUYn","Sarada Bhushan Mohanty on Construction Innovation","sarada-bhushan-mohanty-on-construction-innovation","Martin Kessler","martin-kessler","construction-and-mining","2025-11-02T20:53:11.671Z","2025-11-01T23:57:29Z","2025-11-07T04:17:23Z","2025","ok"
"2i7iadib5QZf8Z2hekfIYs","Steve Boland on Elevating Construction Standards","steve-boland-on-elevating-construction-standards","Linh Nguyen","linh-nguyen","construction-and-mining","2025-11-02T20:53:07.139Z","2025-11-01T23:57:25Z","2025-11-08T04:27:50Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUIRQ","Curt Crossland on Construction Innovation","curt-crossland-on-construction-innovation","Emma Williams","emma-williams","construction-and-mining","2025-11-02T20:53:03.814Z","2025-11-01T23:57:22Z","2025-11-07T04:17:00Z","2025","ok"
"2i7iadib5QZf8Z2hekfHzO","Tirthankar Roy's Steel Industry Vision","tirthankar-roys-steel-industry-vision","Elena Petrov","elena-petrov","construction-and-mining","2025-11-02T20:53:00.121Z","2025-11-01T23:57:17Z","2025-11-07T04:15:38Z","2025","ok"
"VzElbecBTke30RM0jLTTJu","Anthony Tan on Construction's Digital Transformation","anthony-tan-on-constructions-digital-transformation","David Okoro","david-okoro","construction-and-mining","2025-11-02T20:52:56.791Z","2025-11-01T23:57:13Z","2025-11-08T04:28:01Z","2025","ok"
"2i7iadib5QZf8Z2hekfHeQ","Alan Nortje's Blueprint for Construction Innovation","alan-nortjes-blueprint-for-construction-innovation","Carlos Mendes","carlos-mendes","construction-and-mining","2025-11-02T20:52:53.316Z","2025-11-01T23:57:09Z","2025-11-08T04:27:49Z","2025","ok"
"2i7iadib5QZf8Z2hekfs9K","Superyacht Soirée 2022: Redefining Maritime Luxury for Elite Executives","superyacht-soire-2022-redefining-maritime-luxury-for-elite-executives","Arjun Mehta","arjun-mehta","changemakers-and-sustainability","2025-11-02T20:52:48.066Z","2025-11-02T00:04:58Z","2025-11-07T04:16:41Z","2025","ok"
"VzElbecBTke30RM0jLUYol","Strategic Navigation: How Superyacht Innovation Drives Maritime Business Evolution","strategic-navigation-how-superyacht-innovation-drives-maritime-business-evolution","Alicia Gomez","alicia-gomez","changemakers-and-sustainability","2025-11-02T20:52:44.686Z","2025-11-02T00:04:54Z","2025-11-07T04:18:08Z","2025","ok"
"2i7iadib5QZf8Z2hekfrtC","Elevating Corporate Entertainment Through Luxury Culinary Experiences at Sea","elevating-corporate-entertainment-through-luxury-culinary-experiences-at-sea","Aisha Farouk","aisha-farouk","changemakers-and-sustainability","2025-11-02T20:52:40.220Z","2025-11-02T00:04:47Z","2025-11-07T04:16:38Z","2025","ok"
"2i7iadib5QZf8Z2hekfrl8","Transforming Naval Heritage into Premium Maritime Experiences","transforming-naval-heritage-into-premium-maritime-experiences","Sofia Alvarez","sofia-alvarez","changemakers-and-sustainability","2025-11-02T20:52:35.886Z","2025-11-02T00:04:43Z","2025-11-07T04:16:37Z","2025","ok"
"2i7iadib5QZf8Z2hekfnT0","New England's Emerging Markets: Strategic Investment Opportunities for 2024","new-englands-emerging-markets-strategic-investment-opportunities-for-2024","Sarah Johnson","sarah-johnson","changemakers-and-sustainability","2025-11-02T20:52:31.904Z","2025-11-02T00:02:45Z","2025-11-07T04:16:16Z","2025","ok"
"VzElbecBTke30RM0jLURjP","Formula One's Elite Hospitality Revolution: Redefining Premium Race Experiences Globally","formula-ones-elite-hospitality-revolution-redefining-premium-race-experiences-globally","Raj Patel","raj-patel","changemakers-and-sustainability","2025-11-02T20:52:27.948Z","2025-11-02T00:02:39Z","2025-11-07T04:17:55Z","2025","ok"
"2i7iadib5QZf8Z2hekfmzy","Exclusive Culinary Experiences in the Maldives for Discerning Executives","exclusive-culinary-experiences-in-the-maldives-for-discerning-executives","Priya Raman","priya-raman","changemakers-and-sustainability","2025-11-02T20:52:23.182Z","2025-11-02T00:02:28Z","2025-11-07T04:16:14Z","2025","ok"
"VzElbecBTke30RM0jLUQJX","Premium Local Wines and Culinary Excellence","premium-local-wines-and-culinary-excellence","Michael Chen","michael-chen","changemakers-and-sustainability","2025-11-02T20:52:18.819Z","2025-11-02T00:02:24Z","2025-11-07T04:17:53Z","2025","ok"
"2i7iadib5QZf8Z2hekfmbm","Singapore's Leading Sustainable Bars: Where Corporate Responsibility Meets Culinary Excellence","singapores-leading-sustainable-bars-where-corporate-responsibility-meets-culinary-excellence","Maya Whitfield","maya-whitfield","changemakers-and-sustainability","2025-11-02T20:52:15.456Z","2025-11-02T00:02:18Z","2025-11-07T04:16:12Z","2025","ok"
"2i7iadib5QZf8Z2hekfmTi","The Ocean's Premium Protein Revolution","the-oceans-premium-protein-revolution","Martin Kessler","martin-kessler","changemakers-and-sustainability","2025-11-02T20:52:11.765Z","2025-11-02T00:02:15Z","2025-11-07T04:16:11Z","2025","ok"
"VzElbecBTke30RM0jLUPiv","Where Business Meets Artistic Excellence","where-business-meets-artistic-excellence","Linh Nguyen","linh-nguyen","changemakers-and-sustainability","2025-11-02T20:52:08.617Z","2025-11-02T00:02:08Z","2025-11-07T04:17:52Z","2025","ok"
"VzElbecBTke30RM0jLULwb","Climate Inaction Equals Corporate Risk: The Lobbying Threat to Business Leadership","climate-inaction-equals-corporate-risk-the-lobbying-threat-to-business-leadership","Emma Williams","emma-williams","changemakers-and-sustainability","2025-11-02T20:52:03.726Z","2025-11-02T00:01:04Z","2025-11-07T04:17:48Z","2025","ok"
"2i7iadib5QZf8Z2hekfdAI","Elevating the Floating Dining Experience: How Modern Cruises Are Revolutionizing Culinary Excellence at Sea","elevating-the-floating-dining-experience-how-modern-cruises-are-revolutionizing-culinary-excellence-at-sea","Elena Petrov","elena-petrov","changemakers-and-sustainability","2025-11-02T20:51:59.837Z","2025-11-02T00:00:27Z","2025-11-07T04:16:01Z","2025","ok"
"2i7iadib5QZf8Z2hekfcMI","From Naval Steel to Nautical Nirvana: How Military Vessels Are Revolutionizing the Superyacht Industry","from-naval-steel-to-nautical-nirvana-how-military-vessels-are-revolutionizing-the-superyacht-industry","David Okoro","david-okoro","changemakers-and-sustainability","2025-11-02T20:51:56.643Z","2025-11-02T00:00:22Z","2025-11-07T04:15:59Z","2025","ok"
"2i7iadib5QZf8Z2hekfQD4","Bridging Centuries: How Chateau de Collias Transforms Heritage Hospitality into Modern Market Success","bridging-centuries-how-chateau-de-collias-transforms-heritage-hospitality-into-modern-market-success","Carlos Mendes","carlos-mendes","changemakers-and-sustainability","2025-11-02T20:51:53.293Z","2025-11-02T00:00:18Z","2025-11-07T04:15:58Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUMs4","Beyond the Beach: K'gari's Untapped Economic Potential in Sustainable Tourism","beyond-the-beach-kgaris-untapped-economic-potential-in-sustainable-tourism","Arjun Mehta","arjun-mehta","changemakers-and-sustainability","2025-11-02T20:51:49.427Z","2025-11-02T00:00:14Z","2025-11-08T04:28:00Z","2025","ok"
"2i7iadib5QZf8Z2hekfOUc","Green Libations: How Singapore's Eco-Conscious Bars Are Redefining the Hospitality Industry","green-libations-how-singapores-eco-conscious-bars-are-redefining-the-hospitality-industry","Alicia Gomez","alicia-gomez","changemakers-and-sustainability","2025-11-02T20:51:44.529Z","2025-11-02T00:00:01Z","2025-11-07T04:15:57Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUM48","The Ocean's Hidden Gem: Why Pearl Meat is Revolutionizing Sustainable Seafood Markets","the-oceans-hidden-gem-why-pearl-meat-is-revolutionizing-sustainable-seafood-markets","Aisha Farouk","aisha-farouk","changemakers-and-sustainability","2025-11-02T20:51:40.814Z","2025-11-01T23:59:57Z","2025-11-07T04:17:06Z","2025","ok"
"2i7iadib5QZf8Z2hekfOHi","The Floating Boardroom: How Seine River Cruises Are Redefining Executive Retreats in the Heart of Paris","the-floating-boardroom-how-seine-river-cruises-are-redefining-executive-retreats-in-the-heart-of-paris","Sofia Alvarez","sofia-alvarez","changemakers-and-sustainability","2025-11-02T20:51:36.495Z","2025-11-01T23:59:48Z","2025-11-07T04:15:56Z","2025","ok"
"VzElbecBTke30RM0jLUFZB","Breaking the Glass Ceiling: Strategic Pathways for Women to Ascend to Executive Leadership","breaking-the-glass-ceiling-strategic-pathways-for-women-to-ascend-to-executive-leadership","Sarah Johnson","sarah-johnson","leadership","2025-11-02T20:51:31.646Z","2025-11-02T00:00:35Z","2025-11-07T11:45:48Z","2025","ok"
"CLZyEnOmHFQ0HoyBtLdWmi","Navigating Uncertainty: Evan Greenberg’s Strategic Leadership at Chubb","navigating-uncertainty-evan-greenbergs-strategic-leadership-at-chubb","Raj Patel","raj-patel","money-and-finance","2025-11-02T20:51:28.145Z","2025-11-02T20:51:28Z","2025-11-07T11:45:51Z","2025","ok"
"CLZyEnOmHFQ0HoyBtLdWiY","Charting a New Course: Jane Fraser’s Strategic Overhaul of Citigroup","charting-a-new-course-jane-frasers-strategic-overhaul-of-citigroup","Priya Raman","priya-raman","money-and-finance","2025-11-02T20:51:24.610Z","2025-11-02T20:51:25Z","2025-11-07T11:45:50Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUGRy","Vic Cheung's Vision for Automotive Innovation","vic-cheungs-vision-for-automotive-innovation","Michael Chen","michael-chen","automotive-and-logistics","2025-11-02T20:51:20.206Z","2025-11-01T23:56:14Z","2025-11-07T04:16:51Z","2025","ok"
"VzElbecBTke30RM0jLTQq8","Martijn Blanken on Aviation's Next Frontier","martijn-blanken-on-aviations-next-frontier","Maya Whitfield","maya-whitfield","automotive-and-logistics","2025-11-02T20:51:16.599Z","2025-11-01T23:56:09Z","2025-11-07T04:17:20Z","2025","ok"
"2i7iadib5QZf8Z2hekfGFK","Vikas Dutta's Strategic Vision for Global Logistics Innovation","vikas-duttas-strategic-vision-for-global-logistics-innovation","Martin Kessler","martin-kessler","automotive-and-logistics","2025-11-02T20:51:12.885Z","2025-11-01T23:56:06Z","2025-11-07T04:15:32Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUGBK","Sriram Iyer on Sustainable Palm Oil Innovation","sriram-iyer-on-sustainable-palm-oil-innovation","Linh Nguyen","linh-nguyen","automotive-and-logistics","2025-11-02T20:51:09.199Z","2025-11-01T23:56:01Z","2025-11-08T04:27:56Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUG4O","R Mohan's Strategic Vision for Automotive Innovation","r-mohans-strategic-vision-for-automotive-innovation","Emma Williams","emma-williams","automotive-and-logistics","2025-11-02T20:51:05.142Z","2025-11-01T23:55:57Z","2025-11-07T04:16:48Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUFgo","Twinchok Tanthuwanit's Strategic Vision for Automotive Aviation","twinchok-tanthuwanits-strategic-vision-for-automotive-aviation","Elena Petrov","elena-petrov","automotive-and-logistics","2025-11-02T20:51:01.599Z","2025-11-01T23:55:53Z","2025-11-07T04:16:47Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUFX6","SML Isuzu's Strategic Transformation in Motion","sml-isuzus-strategic-transformation-in-motion","David Okoro","david-okoro","automotive-and-logistics","2025-11-02T20:50:57.325Z","2025-11-01T23:55:48Z","2025-11-07T04:16:46Z","2025","ok"
"VzElbecBTke30RM0jLTPeu","Richelle Singson Michael's Aviation Vision","richelle-singson-michaels-aviation-vision","Carlos Mendes","carlos-mendes","automotive-and-logistics","2025-11-02T20:50:52.385Z","2025-11-01T23:55:42Z","2025-11-07T04:17:19Z","2025","ok"
"VzElbecBTke30RM0jLTPMb","Régis Lacote's Olympic-Sized Vision for Automotive Aviation","rgis-lacotes-olympic-sized-vision-for-automotive-aviation","Arjun Mehta","arjun-mehta","automotive-and-logistics","2025-11-02T20:50:48.314Z","2025-11-01T23:55:38Z","2025-11-07T04:17:18Z","2025","ok"
"2i7iadib5QZf8Z2hekfFRK","Antje Lochmann's Vision for Automotive Innovation","antje-lochmanns-vision-for-automotive-innovation","Alicia Gomez","alicia-gomez","automotive-and-logistics","2025-11-02T20:50:42.785Z","2025-11-01T23:55:33Z","2025-11-07T04:15:31Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUF5M","Andreas Bareis on Automotive Innovation","andreas-bareis-on-automotive-innovation","Aisha Farouk","aisha-farouk","automotive-and-logistics","2025-11-02T20:50:38.020Z","2025-11-01T23:55:28Z","2025-11-07T04:16:45Z","2025","ok"
"VzElbecBTke30RM0jLUN4A","The Visionaries Shaping Tomorrow's Business Landscape","the-visionaries-shaping-tomorrows-business-landscape","Emma Williams","emma-williams","innovation","2025-11-02T00:02:00.099Z","2025-11-02T00:01:21Z","2025-11-07T04:17:49Z","2025","ok"
"VzElbecBTke30RM0jLUOxK","The Decision-Makers Shaping Tomorrow's Business Landscape","the-decision-makers-shaping-tomorrows-business-landscape","Elena Petrov","elena-petrov","leadership","2025-11-02T00:01:56.672Z","2025-11-02T00:01:57Z","2025-11-07T04:17:51Z","2025","ok"
"2i7iadib5QZf8Z2hekflxS","Strategic Leadership in the Digital Age","strategic-leadership-in-the-digital-age","David Okoro","david-okoro","","2025-11-02T00:01:53.275Z","2025-11-02T00:01:53Z","2025-11-07T04:16:07Z","2025","ok"
"VzElbecBTke30RM0jLUMlr","Strategic Leadership: Navigating Tomorrow's Business Challenges","strategic-leadership-navigating-tomorrows-business-challenges","Carlos Mendes","carlos-mendes","leadership","2025-11-02T00:01:49.087Z","2025-11-02T00:01:14Z","2025-11-07T04:17:48Z","2025","ok"
"VzElbecBTke30RM0jLUG68","Strategic Leadership: Navigating Tomorrow's Business Challenges Today","strategic-leadership-navigating-tomorrows-business-challenges-today","Arjun Mehta","arjun-mehta","leadership","2025-11-02T00:01:41.911Z","2025-11-02T00:00:38Z","2025-11-07T04:17:44Z","2025","ok"
"VzElbecBTke30RM0jLULTJ","The Visionary Leaders Shaping Tomorrow's Business Landscape","the-visionary-leaders-shaping-tomorrows-business-landscape","Alicia Gomez","alicia-gomez","leadership","2025-11-02T00:01:38.571Z","2025-11-02T00:00:53Z","2025-11-07T04:17:45Z","2025","ok"
"2i7iadib5QZf8Z2hekfl9S","Inside the Rooms Where Decisions Shape Industries","inside-the-rooms-where-decisions-shape-industries","Aisha Farouk","aisha-farouk","leadership","2025-11-02T00:01:35.279Z","2025-11-02T00:01:35Z","2025-11-07T04:16:06Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUQII","Strategic Leadership: Driving Enterprise Growth in the Digital Age","strategic-leadership-driving-enterprise-growth-in-the-digital-age","Sarah Johnson","sarah-johnson","","2025-11-02T00:01:28.014Z","2025-11-02T00:01:28Z","2025-11-07T04:17:10Z","2025","ok"
"2i7iadib5QZf8Z2hekfkyA","Strategic Leadership in the Modern Enterprise","strategic-leadership-in-the-modern-enterprise","Raj Patel","raj-patel","leadership","2025-11-02T00:01:24.568Z","2025-11-02T00:01:24Z","2025-11-07T04:16:04Z","2025","ok"
"CLZyEnOmHFQ0HoyBtIUQ7C","Australia's Top Business Leaders: Who Really Shapes Success?","australias-top-business-leaders-who-really-shapes-success","Michael Chen","michael-chen","","2025-11-02T00:01:17.366Z","2025-11-02T00:01:17Z","2025-11-07T04:17:09Z","2025","ok"
"2i7iadib5QZf8Z2hekfiec","Australia's Elite Gather: Awards Night Insights","australias-elite-gather-awards-night-insights","Arjun Mehta","arjun-mehta","","2025-11-02T00:00:49.284Z","2025-11-02T00:00:49Z","2025-11-07T04:16:02Z","2025","ok"
"2i7iadib5QZf8Z2hekfO4o","From Vision to Market Victory: The Entrepreneur's Blueprint for Concept Commercialization","from-vision-to-market-victory-the-entrepreneurs-blueprint-for-concept-commercialization","Aisha Farouk","aisha-farouk","startups","2025-11-01T23:59:40.169Z","2025-11-01T23:59:40Z","2025-11-07T04:15:54Z","2025","ok"
"2i7iadib5QZf8Z2hekfNv8","Growth with Integrity: Scaling Your Business While Preserving Core Values","growth-with-integrity-scaling-your-business-while-preserving-core-values","Sofia Alvarez","sofia-alvarez","","2025-11-01T23:59:37.224Z","2025-11-01T23:59:37Z","2025-11-08T04:27:55Z","2025","ok"
